price_doc,timestamp,full_sq,num_room,kitch_sq,state,area_m,raion_popul,university_top_20_raion,radiation_raion,full_all,metro_min_avto,big_road1_km,oil_urals,gdp_quart,cpi,balance_trade_growth,deposits_growth,rent_price_2room_eco,rent_price_1room_eco
5150000,2011-10-03,37,2.0,6.0,2.0,7632939.805,78810,0,True,87713,5.830826005,2.137104323,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1000000,2011-10-03,51,2.0,6.0,2.0,8287309.439,125354,0,True,145576,0.887844847,3.170453965,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5098000,2011-10-03,37,2.0,6.0,2.0,15094874.77,219609,0,True,85956,0.842823951,0.407331872,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5500000,2011-10-03,46,2.0,6.0,2.0,4808269.831,101708,0,True,101982,2.934838543,1.170405242,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6000000,2011-10-03,38,2.0,6.0,2.0,5686537.395,48439,0,True,91100,2.342692758,0.097221302,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4800000,2011-10-03,34,2.0,6.0,2.0,17881913.61,165727,0,True,89971,2.771647868,4.263893161,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5500000,2011-10-04,43,2.0,6.0,2.0,4395332.782,94561,0,True,72131,1.571251304,1.778354971,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2000000,2011-10-04,56,2.0,6.0,2.0,8659075.461,104410,0,True,85956,0.580906438,5.015775134,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5000000,2011-10-04,35,2.0,6.0,2.0,26155137.04,178264,0,False,102618,2.065533746,4.092280461,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
9950000,2011-10-04,75,2.0,6.0,2.0,3496889.653,57107,0,False,57995,1.354424964,0.723598402,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
990000,2011-10-04,64,2.0,6.0,2.0,6879019.638,112221,0,False,111874,1.686979346,1.016290776,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
14000000,2011-10-04,96,2.0,6.0,2.0,7792845.494,21155,0,False,942118,6.251298229,1.51128059,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7200000,2011-10-04,52,2.0,6.0,2.0,15045565.2,102828,0,True,122862,2.34978396,3.374485888,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
8400000,2011-10-04,44,2.0,6.0,2.0,5586342.585,83502,0,False,57405,0.646320066,3.394949927,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2080000,2011-10-04,39,2.0,6.0,2.0,4395332.782,94561,0,True,72131,1.687127093,1.19086463,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5750000,2011-10-04,35,2.0,6.0,2.0,5686537.395,48439,0,True,91100,1.962051883,0.743731036,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
10011000,2011-10-05,63,2.0,6.0,2.0,5725729.259,122873,0,True,60315,2.294362562,1.517672084,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1000000,2011-10-05,50,2.0,6.0,2.0,16751119.46,155427,0,False,156377,1.014564664,0.54186745,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7100000,2011-10-05,51,2.0,6.0,2.0,5686537.395,48439,0,True,91100,2.342692758,0.097221302,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2000000,2011-10-05,76,2.0,6.0,2.0,3497818.591,37502,1,False,175518,1.564633391,0.040130964,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6600000,2011-10-05,45,2.0,6.0,2.0,7462269.563,129207,0,False,77878,1.824967054,2.048425377,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5300000,2011-10-05,32,2.0,6.0,2.0,6407578.1,155572,0,False,86206,3.914420911,1.109297944,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2630000,2011-10-05,64,2.0,6.0,2.0,17526506.21,118843,0,False,111023,2.105011781,1.484968124,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2600000,2011-10-06,66,2.0,6.0,2.0,8087656.379,116742,1,True,123280,0.952029999,1.500122615,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4550000,2011-10-06,38,2.0,6.0,2.0,7126815.285,87713,0,False,100846,3.212149676,0.204631754,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7400000,2011-10-06,37,2.0,6.0,2.0,5686537.395,48439,0,True,91100,0.478946469,0.290564564,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5300000,2011-10-07,46,2.0,6.0,2.0,15094874.77,219609,0,True,85956,1.904233959,1.645424806,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
8900000,2011-10-07,74,2.0,6.0,2.0,7128794.338,145576,0,False,129207,2.589554006,0.58048867,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4950000,2011-10-07,30,2.0,6.0,2.0,7984443.568,142243,0,True,31167,2.634571631,0.592754222,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7800000,2011-10-07,53,2.0,6.0,2.0,8392316.21,130396,0,True,90114,2.893975025,0.13828829,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
17600000,2011-10-07,133,2.0,6.0,2.0,15045565.2,102828,0,True,122862,0.865963205,2.332038125,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1000000,2011-10-07,47,2.0,6.0,2.0,14286990.83,157010,0,True,12327,0.777680713,2.252273459,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
990000,2011-10-07,50,2.0,6.0,2.0,26155137.04,178264,0,False,102618,2.172534513,2.640846622,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1000000,2011-10-07,34,2.0,6.0,2.0,5264733.751,80791,0,False,81887,1.897382479,0.952891233,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
990000,2011-10-07,66,2.0,6.0,2.0,8398460.622,108171,0,True,28179,2.223362118,1.018011548,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
9000000,2011-10-07,63,2.0,6.0,2.0,26155137.04,178264,0,False,102618,1.232603967,1.566291087,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6700000,2011-10-07,43,2.0,6.0,2.0,4934147.224,86206,0,False,55125,1.363917301,2.242605977,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
990000,2011-10-08,45,2.0,6.0,2.0,8659075.461,104410,0,True,85956,4.375623403,3.864176919,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4000000,2011-10-08,34,2.0,6.0,2.0,4389199.094,28537,0,False,32071,2.761011009,3.47704983,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4450000,2011-10-08,43,2.0,6.0,2.0,13089795.79,53786,0,True,178473,3.845981482,2.377379195,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
12500000,2011-10-10,76,2.0,6.0,2.0,7811375.434,153248,0,True,123000,2.142841491,2.020275015,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
3775000,2011-10-10,32,2.0,6.0,2.0,6050064.566,78616,1,True,83844,2.170257851,0.100184951,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
9500000,2011-10-11,50,2.0,6.0,2.0,9629358.472,89467,0,True,112804,1.733758249,1.32742049,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
990000,2011-10-11,32,2.0,6.0,2.0,11275073.5,112804,1,True,113897,2.914194584,0.83869753,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7000000,2011-10-11,72,2.0,6.0,2.0,8889466.752,90114,0,False,78616,1.551239105,1.057426636,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6504000,2011-10-11,45,2.0,6.0,2.0,10053051.74,175518,0,True,61396,2.991529891,1.677572892,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
12900000,2011-10-11,54,2.0,6.0,2.0,10071560.22,102726,1,True,75377,2.377869017,1.253135841,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
500000,2011-10-12,30,2.0,6.0,2.0,7887684.174,104434,0,False,105663,1.844072037,2.088761921,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
9500000,2011-10-12,39,2.0,6.0,2.0,10046857.44,76156,1,True,130229,5.036110911,4.831865098,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7100000,2011-10-12,51,2.0,6.0,2.0,11324091.93,113897,0,False,125111,2.291536579,1.940036021,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
990000,2011-10-12,74,2.0,6.0,2.0,7462269.563,129207,0,False,77878,0.646420153,2.313813394,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5350000,2011-10-12,41,2.0,6.0,2.0,4808269.831,101708,0,True,101982,0.922660357,0.368368017,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
8600000,2011-10-12,37,2.0,6.0,2.0,7798452.185,67710,0,True,21040,1.968079392,1.869073631,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5950000,2011-10-12,44,2.0,6.0,2.0,6407578.1,155572,0,False,86206,3.739760563,1.037709262,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2900000,2011-10-13,38,2.0,6.0,2.0,5725729.259,122873,0,True,60315,0.654705538,1.324455637,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4146000,2011-10-13,26,2.0,6.0,2.0,10508030.1,81887,0,True,57107,0.876793966,0.173667278,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5200000,2011-10-13,34,2.0,6.0,2.0,8659075.461,104410,0,True,85956,1.681183022,3.555403998,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6300000,2011-10-13,52,2.0,6.0,2.0,5646405.14,79576,0,True,68630,2.730120392,1.856804321,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1000000,2011-10-13,74,2.0,6.0,2.0,7632939.805,78810,0,True,87713,5.885977412,1.839138472,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7200000,2011-10-13,46,2.0,6.0,2.0,15045565.2,102828,0,True,122862,1.697040252,3.014827073,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
13800000,2011-10-13,77,2.0,6.0,2.0,5264733.751,80791,0,False,81887,3.617461065,2.166472591,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6200000,2011-10-13,44,2.0,6.0,2.0,18445806.5,83369,0,True,43795,0.806275832,1.939968432,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6800000,2011-10-13,54,2.0,6.0,2.0,8659075.461,104410,0,True,85956,3.137156179,3.900747384,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7200000,2011-10-13,74,2.0,6.0,2.0,10842309.74,85219,0,False,221709,2.761011009,4.815339934,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6350000,2011-10-13,46,2.0,6.0,2.0,8993640.418,89971,1,True,142243,1.022051469,0.727704622,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4750000,2011-10-13,32,2.0,6.0,2.0,14286990.83,157010,0,True,12327,2.458488967,3.143018242,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6100000,2011-10-14,50,2.0,6.0,2.0,7126815.285,87713,0,False,100846,6.677609771,0.904534532,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
8100000,2011-10-14,58,2.0,6.0,2.0,24813850.39,174831,0,True,178264,3.770573558,0.803223517,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6800000,2011-10-14,54,2.0,6.0,2.0,8591335.051,111023,0,False,132349,1.791238421,2.658479429,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4650000,2011-10-14,32,2.0,6.0,2.0,6206098.885,111874,0,False,125354,3.443197864,1.142853437,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5759000,2011-10-14,78,2.0,6.0,2.0,6377883.078,101982,0,False,83369,2.996318936,1.00969729,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
990000,2011-10-14,51,2.0,6.0,2.0,15094874.77,219609,0,True,85956,1.598100218,1.176470053,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2000000,2011-10-14,36,2.0,6.0,2.0,5646405.14,79576,0,True,68630,2.859101703,1.78174808,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6100000,2011-10-14,57,2.0,6.0,2.0,9780189.547,37807,0,False,38075,2.761011009,3.722920936,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1200000,2011-10-14,39,2.0,6.0,2.0,17526506.21,118843,0,False,111023,2.386850627,1.873086578,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
11000000,2011-10-14,61,2.0,6.0,2.0,10071560.22,102726,1,True,75377,0.979569794,0.734352577,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7950000,2011-10-14,52,2.0,6.0,2.0,8659075.461,104410,0,True,85956,3.268782252,3.634556672,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
8000000,2011-10-14,48,2.0,6.0,2.0,5686537.395,48439,0,True,91100,3.049408861,0.531271065,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4950000,2011-10-15,39,2.0,6.0,2.0,7462269.563,129207,0,False,77878,2.511523822,3.44494887,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5000000,2011-10-15,49,2.0,6.0,2.0,10207215.1,122862,0,True,157010,1.503550426,0.675466123,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
8300000,2011-10-15,51,2.0,6.0,2.0,8993640.418,89971,1,True,142243,0.528810171,0.992089369,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4800000,2011-10-15,33,2.0,6.0,2.0,8841267.454,100846,0,False,94564,2.310429871,2.448240105,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4850000,2011-10-15,40,2.0,6.0,2.0,10207215.1,122862,0,True,157010,5.668102055,0.339471744,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2000000,2011-10-15,47,2.0,6.0,2.0,10053051.74,175518,0,True,61396,2.932273116,3.584962859,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5900000,2011-10-15,37,2.0,6.0,2.0,6050064.566,78616,1,True,83844,2.649852147,1.188004416,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6000000,2011-10-15,44,2.0,6.0,2.0,7811375.434,153248,0,True,123000,2.022497651,3.05574566,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4700000,2011-10-17,32,2.0,6.0,2.0,8993640.418,89971,1,True,142243,1.991708752,1.23456714,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6100000,2011-10-17,53,2.0,6.0,2.0,3707575.212,103746,0,False,94561,2.454022167,0.956967568,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7450000,2011-10-17,55,2.0,6.0,2.0,8659075.461,104410,0,True,85956,2.968262389,3.936991628,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5000000,2011-10-17,51,2.0,6.0,2.0,8087656.379,116742,1,True,123280,2.394322069,0.299348678,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4750000,2011-10-17,32,2.0,6.0,2.0,7750777.821,76284,0,True,76156,3.45933476,1.043891633,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
3500000,2011-10-17,22,2.0,6.0,2.0,7126815.285,87713,0,False,100846,3.841758673,0.654908904,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2000000,2011-10-18,36,2.0,6.0,2.0,7462269.563,129207,0,False,77878,2.99856426,3.236508786,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6000000,2011-10-18,44,2.0,6.0,2.0,5725729.259,122873,0,True,60315,1.687294031,0.964325193,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1000000,2011-10-18,62,2.0,6.0,2.0,15045565.2,102828,0,True,122862,0.561328826,2.555380251,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1500000,2011-10-18,43,2.0,6.0,2.0,14795571.25,145088,0,True,85956,6.968137732,2.040559197,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
8150000,2011-10-18,51,2.0,6.0,2.0,4190070.548,85083,0,False,139322,3.801465873,0.965277561,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4600000,2011-10-18,102,2.0,6.0,2.0,7905261.321,85956,1,True,85083,1.931566187,1.228284323,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
14103600,2011-10-18,117,2.0,6.0,2.0,7750777.821,76284,0,True,76156,2.069019394,0.508591394,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5600000,2011-10-18,31,2.0,6.0,2.0,9589336.912,115352,0,False,76284,2.703316342,2.427612592,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6200000,2011-10-18,59,2.0,6.0,2.0,3875439.354,94564,0,False,64931,3.986372876,0.538915893,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
4450000,2011-10-19,30,2.0,6.0,2.0,17881913.61,165727,0,True,89971,0.656455896,2.8442609,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7050000,2011-10-19,54,2.0,6.0,2.0,8591335.051,111023,0,False,132349,3.224494782,3.022085689,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1000000,2011-10-19,46,2.0,6.0,2.0,6879019.638,112221,0,False,111874,1.397560591,0.588989282,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6800000,2011-10-19,39,2.0,6.0,2.0,4695913.354,61039,1,False,118843,2.894998732,0.070328318,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1000000,2011-10-19,38,2.0,6.0,2.0,7759253.984,32071,0,False,37807,2.761011009,1.371314794,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6450000,2011-10-19,59,2.0,6.0,2.0,7126815.285,87713,0,False,100846,3.93691185,0.608484028,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
6900000,2011-10-20,44,2.0,6.0,2.0,4662813.069,73007,1,False,85956,1.890951995,0.771535512,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7000000,2011-10-20,54,2.0,6.0,2.0,5333221.259,64931,0,False,73148,0.462637228,0.267144788,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
7500000,2011-10-20,60,2.0,6.0,2.0,17526506.21,118843,0,False,111023,8.052096503,2.302043603,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5200000,2011-10-20,34,2.0,6.0,2.0,11324091.93,113897,0,False,125111,0.975396484,2.157081874,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
10800000,2011-10-20,86,2.0,6.0,2.0,11754772.16,247469,0,False,165727,1.612680239,4.377001262,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5250000,2011-10-20,36,2.0,6.0,2.0,3292112.223,73148,0,False,41504,2.231958717,0.22209934,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
9850000,2011-10-20,74,2.0,6.0,2.0,26155137.04,178264,0,False,102618,2.568545647,3.052802942,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
5700000,2011-10-20,39,2.0,6.0,2.0,8889466.752,90114,0,False,78616,2.328091455,0.325521968,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
1000000,2011-10-20,85,2.0,6.0,2.0,7759253.984,32071,0,False,37807,2.761011009,1.406902011,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
2000000,2011-10-20,36,2.0,6.0,2.0,10046857.44,76156,1,True,130229,5.070981292,4.545806476,108.24,15663.6,353,18.1,0.018590211,38.1,31.11
